FECHAS,PRECIO-usd,MARKET_CAP-usd,TOTAL_VOLUMES,COIN_ID,RSI,MovingAverage
2022-05-12,50.32055764767889,16302314327.382015,3882793179.2718263,solana,23.00563201564364,101.10954151299579
2022-05-13,44.64907159879217,15038211406.02383,3786283031.466092,solana,21.225379908546913,100.10412777591797
2022-05-14,48.604749742620285,16446880063.642277,2460641108.5750523,solana,25.55256848164052,99.03261820436202
2022-05-15,52.53693016663614,17710082184.40001,1495503985.9666162,solana,29.687328208328495,98.11042195402662
2022-05-16,58.845207179976505,19795956495.33785,1436230716.421379,solana,35.84340291931585,97.25450188952696
2022-05-17,53.64872755824407,18091955633.77028,1827404198.1845071,solana,33.260090878077264,96.18927944619657
2022-05-18,57.41976646466422,19373241293.241142,1508263415.4674506,solana,36.818795971483226,95.21287439704248
2022-05-19,49.76196637946705,16804431123.837725,1511110400.9093611,solana,32.97374295947378,93.97318479533291
2022-05-20,52.332264069475926,17743141448.602818,1653750850.1835728,solana,35.411833289111684,92.60585923320896
2022-05-21,49.58463231269403,16857955013.649868,1528688330.072058,solana,33.98853145398385,91.14232579530567
2022-05-22,50.34352259407359,17117178967.638582,834922127.3080446,solana,34.768382915386056,89.46177768951839
2022-05-23,52.767400507738245,17927983077.406696,907949758.6084307,solana,37.31561377346679,87.87181482006838
2022-05-24,49.12044024307904,16667943417.370811,1478212937.825591,solana,35.09506081464197,86.12073280818822
2022-05-25,49.636798974862586,16838184202.890331,1373294087.332745,solana,35.678681480411996,84.46656911415113
2022-05-26,48.056134850350986,16335715467.127665,1161803907.879002,solana,34.651498788971494,82.89557820160458
2022-05-27,43.546922400599904,14806873946.379969,2324631757.4733853,solana,31.835715092884115,81.5159361386851
2022-05-28,40.99753816385139,13886425335.92009,2080433059.2963016,solana,30.33486072512234,79.9621189996792
2022-05-29,44.46481243620848,15147901018.996237,1266578193.285666,solana,34.83451513165197,78.65758549446991
2022-05-30,44.92918554220565,15240706243.752537,1285770588.8691306,solana,35.435990282712226,77.29604008426688
2022-05-31,47.19388053427913,16054338780.311176,1756204402.2952044,solana,38.421093645871736,75.99643450052406
2022-06-01,45.97177874707522,15607744325.008366,1569956999.7450187,solana,37.41576997280376,74.92681956909206
2022-06-02,40.24040840767166,13719294294.809011,1528211460.429582,solana,33.04837852986158,73.66156703750362
2022-06-03,40.889861237118055,13925500009.440636,1645018556.665849,solana,33.98866411529551,72.38247472422687
2022-06-04,38.27578860880165,12945160667.449034,1353892685.3609943,solana,32.03826967012736,71.13320572745552
2022-06-05,38.97751186459448,13170913879.692818,1126087087.4100382,solana,33.14729193110051,69.88581039162746
2022-06-06,38.46322506754232,13116723564.81124,1070849320.4790896,solana,32.7257990114791,68.6088363752122
2022-06-07,42.41060097547512,14456497792.40814,2033441074.026416,solana,39.12424336122071,67.44819643302547
