FECHAS,PRECIO-usd,MARKET_CAP-usd,TOTAL_VOLUMES,COIN_ID,RSI,MovingAverage
2020-05-26,0.9984167638196216,738174061.4146312,279006913.69966054,usd-coin,49.66695509961565,0.998736362877915
2020-05-27,0.9999543465724609,738446276.7816564,262626642.5014636,usd-coin,52.226065046228065,0.9987233539106495
2020-05-28,1.0009183384151248,740107622.6675003,281919240.839867,usd-coin,53.811643704661066,0.9987282854476686
2020-05-29,0.9987329129829876,744293975.1588621,317766198.94018626,usd-coin,49.77813742606196,0.9987405994005255
2020-05-30,0.9995545855703174,746020197.8585399,277948081.5623762,usd-coin,51.25745748914418,0.9987598587681462
2020-05-31,1.0015957888673344,747124387.2272228,316020116.6157847,usd-coin,54.8179297361697,0.9987936342899446
2020-06-01,1.0027976722856158,732150216.5376983,292859242.7285706,usd-coin,56.818077870345604,0.9988446774169476
2020-06-02,0.9993749786393998,729757861.4890602,334905674.44295585,usd-coin,50.02628192234829,0.9988877229959608
2020-06-03,1.0001876406592345,741158313.3439527,364121674.5040776,usd-coin,51.50842788124704,0.9989113194267394
2020-06-04,1.001518690950732,737553655.5317508,233969051.18942085,usd-coin,53.919106880818944,0.9989344989717989
2020-06-05,1.0007186438107143,739424342.5066432,253325938.30823323,usd-coin,52.23811201092886,0.9989677127461074
2020-06-06,0.9954749922781776,738419597.7544234,231924382.5197796,usd-coin,42.81627639730457,0.9989631606868863
2020-06-07,1.0003701714416262,740762680.7961416,217865312.7206755,usd-coin,51.593739903478024,0.9990669894920622
2020-06-08,1.00012578556778,739704499.2326907,250152958.1642761,usd-coin,51.17144439018166,0.9991029367797231
2020-06-09,1.002108355464714,745158033.3193972,221059834.69154885,usd-coin,54.43007311262724,0.9991739695081874
2020-06-10,1.000316340614444,744872916.4521662,230641684.29314983,usd-coin,51.10987784279349,0.9991843777941603
2020-06-11,0.9990052123962312,733633526.8767825,240480825.72192025,usd-coin,48.766025164972284,0.999207670370542
2020-06-12,1.0016930605134695,734705830.3541173,315699842.004886,usd-coin,53.476277442467385,0.9992662497404704
2020-06-13,1.0012748898740342,733293831.2942289,252966862.4959129,usd-coin,52.66505095527231,0.9993523163848228
2020-06-14,1.0003001400679197,742538868.0773146,215319413.601006,usd-coin,50.7330975935752,0.9993802020915392
2020-06-15,0.999952285348053,742292747.0024977,246914509.4781448,usd-coin,50.02779590247014,0.9993713891978655
2020-06-16,0.999502716937419,752372162.3502809,314007971.7815747,usd-coin,49.07816587207777,0.999328154639812
2020-06-17,1.0001893494657992,771764657.3863115,301760221.2167542,usd-coin,50.61989593510889,0.9993339354099068
2020-06-18,1.0011249317112765,802944492.513287,289450001.9578901,usd-coin,52.72038542062745,0.9993938426096716
2020-06-19,1.000654993176138,830636248.2913487,281460245.7995019,usd-coin,51.534586428831076,0.9993798326410033
2020-06-20,1.0018502293316305,882367706.8801985,336150441.9625946,usd-coin,54.34712190189282,0.9994446203319834
2020-06-21,1.0005186965073836,912533593.5133836,265679053.4981413,usd-coin,50.80963379249487,0.9995048324920305
2020-06-22,1.000664195907792,933298871.5077286,284936007.508573,usd-coin,51.1835537189951,0.9995337772393798
2020-06-23,0.999796238580518,951762279.3465332,290653524.34495056,usd-coin,48.80044325194277,0.9995280988443171
2020-06-24,1.0007887532277406,945441840.5776712,257472247.86024776,usd-coin,51.57689183186584,0.9995539127100099
2020-06-25,0.9999999826871396,940124658.3092698,303771321.2945904,usd-coin,49.28932019794778,0.9994992061213464
2020-06-26,1.0006118918468176,941549148.7301836,270315826.9159886,usd-coin,51.10123745060893,0.9997062629119035
2020-06-27,1.0009024503400223,953580578.7061626,268234559.19969463,usd-coin,51.97865149767598,0.9997306111215856
2020-06-28,1.001305080740149,984604097.0120062,284012533.2508373,usd-coin,53.230992329856285,0.9998393912892635
2020-06-29,1.0023022254274478,984899580.541662,223360617.4604744,usd-coin,56.27243597703348,0.9999243986749164
2020-06-30,1.0000263163427443,981974100.2597305,234431291.32047543,usd-coin,48.51714235793111,0.9999058758297076
2020-07-01,0.9997359752411183,986360473.6334208,231312004.09369507,usd-coin,47.61559195574535,0.9999634164655455
2020-07-02,1.000029527357437,1001687047.6224031,292760509.6642639,usd-coin,48.65445651875462,0.9999943472570253
2020-07-03,0.9997415754075474,998027102.5424788,422188825.102627,usd-coin,47.65607923222598,1.000004303115615
2020-07-04,1.0002564176280642,1039334175.7074556,293302248.1872869,usd-coin,49.645599247631786,1.000046765753571
2020-07-05,1.0003619486644977,1038416511.5737238,236279300.5923984,usd-coin,50.06456797387399,1.0000437223410306
2020-07-06,1.0003764713209629,1039017303.0517623,237172659.8986502,usd-coin,50.12606701380759,1.0001067743186867
2020-07-07,1.0006337437804789,1046503700.3462796,268431513.4490005,usd-coin,51.2709970974793,1.00010907564242
2020-07-08,1.0001943576914964,1045241767.9151794,319451269.371904,usd-coin,49.193911506494175,1.0001414950454368
2020-07-09,0.9997755922125452,1069778242.0044992,394606351.8159455,usd-coin,47.23005247088111,1.0001490245035745
2020-07-10,1.0008699951946494,1080064567.4571245,297927470.39129364,usd-coin,52.560129973854835,1.0001776642153695
2020-07-11,0.999672660888025,1100018698.5456731,283076626.0579369,usd-coin,46.97036395794293,1.000190844578526
2020-07-12,1.0001581489151523,1108808903.8666234,236616284.01884207,usd-coin,49.32373071679172,1.000226605222775
2020-07-13,0.9999559380572542,1108342350.1482303,250237780.69354948,usd-coin,48.361060761881916,1.0002401956002251
2020-07-14,1.0001828632036152,1107133398.0999322,300858982.1001685,usd-coin,49.55103242166636,1.0003314972786572
2020-07-15,0.9991970022695054,1100954441.8091235,289617670.16317683,usd-coin,44.728638317202574,1.0003471020476546
2020-07-16,1.00011531607154,1107994136.0053897,261130249.8208788,usd-coin,49.644679310862436,1.0003503214376364
2020-07-17,1.0005074331179442,1105670919.577784,292522374.73341304,usd-coin,51.623292645957015,1.0003421033316926
2020-07-18,1.000014037696874,1105525121.1327002,292466797.2586948,usd-coin,49.01356073915402,1.0003677258259704
2020-07-19,0.999009847442852,1123580301.1853998,276551077.83190644,usd-coin,44.124397344544064,1.0003568310634212
2020-07-20,1.0000659959990694,1124222591.973487,312216676.7926827,usd-coin,49.79652231376766,1.0003262352060558
2020-07-21,0.9994170230973684,1109330262.801889,382410793.4087905,usd-coin,46.66198789011322,1.000258622222291
2020-07-22,0.9996013552977296,1117656662.440425,308161493.5948944,usd-coin,47.66958641927848,1.0002631497554575
2020-07-23,0.9997157361154736,1117412376.3059,312308499.32187027,usd-coin,48.32195561085052,1.0002537116645822
2020-07-24,0.9985522954035756,1111666685.4305582,397573043.28400624,usd-coin,42.51607402823003,1.0001943837536391
2020-07-25,0.9988032815301532,1109062843.9961011,362275810.9277988,usd-coin,44.077076817136806,1.000156076508028
2020-07-26,0.9981858395466434,1106484357.6707036,457604910.5001808,usd-coin,41.11886352682548,1.0002102934533972
2020-07-27,0.9982098169249052,1166058591.6456563,487950518.0790261,usd-coin,41.28366680543629,1.000167086363063
2020-07-28,0.9970754736160404,1168067160.1914525,548627343.2749697,usd-coin,36.13136250597606,1.000106080124028
2020-07-29,0.9968405626790642,1167917744.0705433,457005008.7040159,usd-coin,35.15293590885203,1.000000724268315
2020-07-30,0.9990208089511712,1165546374.2830808,428073701.2984253,usd-coin,48.966012316653824,0.9999748136350496
2020-07-31,0.9976038323905456,1145335232.2984748,438414588.8469227,usd-coin,42.61294518887091,0.9999467860349359
2020-08-01,0.9991574945623206,1079713381.6320226,417906726.3806712,usd-coin,50.236815196048525,0.9998960747159128
2020-08-02,0.999579315507518,1087114065.7729323,541497204.6987658,usd-coin,52.09751297812519,0.9998621632285826
2020-08-03,0.9985508969971923,1097449796.9699798,597271692.7860662,usd-coin,47.44014934052614,0.9998271783671681
2020-08-04,0.9990557182949704,1084969022.8676772,456673103.0788176,usd-coin,49.81193832186406,0.9998092470261064
2020-08-05,0.9994825858105584,1082620640.856064,379651060.685718,usd-coin,51.79288675813247,0.9998088444035692
2020-08-06,1.0017719013817683,1080663525.1038458,402087845.6570755,usd-coin,60.742304645701324,0.9998404954418885
2020-08-07,0.999670527372976,1093371177.3314512,358951487.41314274,usd-coin,51.32374709653759,0.9998114073551225
2020-08-08,0.9992582650327314,1108253404.1808832,421848474.8720786,usd-coin,49.695700110145765,0.9997834727922544
2020-08-09,0.9994978704358852,1147426899.5944264,375108948.26428616,usd-coin,50.675016788681155,0.9997364256143396
2020-08-10,1.0003280476396583,1146087515.7526047,355355743.1187208,usd-coin,54.01535011077647,0.999732612636985
2020-08-11,0.9997521779624462,1123043260.7744231,520950327.5240727,usd-coin,51.41432189829124,0.9997143722780781
2020-08-12,1.0005076549837333,1133850753.8488352,467907270.4956814,usd-coin,54.50913077821779,0.9997286006061423
2020-08-13,0.9988592229152012,1161006416.978696,456314637.178322,usd-coin,47.41249019517009,0.9996900099998914
2020-08-14,0.9990953778658324,1177494755.2865477,539201203.9194254,usd-coin,48.44796620212662,0.9996719179034654
2020-08-15,1.000326361819151,1205711262.4834569,583098829.8342793,usd-coin,53.579075231431666,0.9996662073029121
2020-08-16,0.9991392112569878,1201078658.2774494,417132164.54983735,usd-coin,48.559387156506176,0.9996309425212515
2020-08-17,1.0003673611753687,1202780392.5956528,414636980.58114034,usd-coin,53.42121866189669,0.9996121881299558
2020-08-18,0.9984933639128688,1218933979.1021347,501462218.91044587,usd-coin,46.2397753463313,0.9995360108996643
2020-08-19,0.9985454221651382,1246578444.2031455,473374273.1901028,usd-coin,46.45511363725308,0.9995063930161122
2020-08-20,1.0000318687377916,1276066353.7569458,461354374.61180127,usd-coin,52.32699314909445,0.9995123108860455
2020-08-21,1.000077376027016,1308639523.728695,453054402.9010838,usd-coin,52.498736779526766,0.9995132678594372
2020-08-22,0.9996347792401268,1318000930.5146458,448270873.16397786,usd-coin,50.58983606609011,0.9995111319360888
2020-08-23,0.999937157638972,1337354144.711165,387245756.9230208,usd-coin,51.87723241290407,0.999504746736307
2020-08-24,0.998890936300689,1355621233.419084,328593794.643848,usd-coin,47.286416535992174,0.9994753264890308
2020-08-25,0.999771506023629,1362784249.768138,405766944.3090552,usd-coin,51.200693774800875,0.9994632271830841
2020-08-26,1.0009262664802252,1382944810.458472,388951164.6580581,usd-coin,55.832445130279844,0.9994690776370789
2020-08-27,0.9995162597448934,1400055980.5252311,350236981.7106605,usd-coin,49.63727182099689,0.9994555156781469
2020-08-28,1.000242372962949,1425062753.358413,387320060.1230866,usd-coin,52.55677437769008,0.9994648512931551
2020-08-29,1.0004783239457786,1426970999.7092268,421696139.282248,usd-coin,53.500083248700165,0.9994570178681776
2020-08-30,0.9986201796839732,1461801398.6087902,343124716.67786485,usd-coin,45.780367552433084,0.9994359682440965
2020-08-31,1.0020267925715236,1474977047.6541266,395937094.0659456,usd-coin,57.80207132186412,0.999473341117224
2020-09-01,0.9992648611816596,1478076251.801613,423654990.6180111,usd-coin,48.42705022995313,0.9994595195797121
2020-09-02,0.996900434061218,1526243028.7079127,559780272.5215607,usd-coin,42.12771797060382,0.9993938709968642
2020-09-03,0.9986442994573006,1521629075.9415684,687161717.7152021,usd-coin,47.54707679464966,0.99938281694062
2020-09-04,0.9988448898748372,1585737956.669032,693411272.6871446,usd-coin,48.148555237927226,0.9993574084166861
2020-09-05,1.00129394101989,1654937550.5016477,684252706.4975796,usd-coin,54.94206237372099,0.9993731385747249
2020-09-06,1.004681971685612,1697373902.1664443,814475976.0160651,usd-coin,62.300745431886,0.9994664972544998
2020-09-07,0.9997996193437562,1738405992.2687464,546556115.357817,usd-coin,49.70334638695902,0.9994822926925176
2020-09-08,0.9995183539045774,1770732237.4398816,557004819.6992531,usd-coin,49.08755868151843,0.9994713398506279
2020-09-09,1.003155674209069,1807864449.2229712,502079562.4300831,usd-coin,56.579436687526716,0.9995461128728619
2020-09-10,1.000442927105615,1837881410.189869,603825001.3461837,usd-coin,50.599144624176915,0.9995629443090196
2020-09-11,1.001498216525474,1851977261.2539768,585226498.0905051,usd-coin,52.693874901380084,0.9995985939172196
2020-09-12,0.9998437067773658,1917867506.580737,564587068.5988395,usd-coin,49.173361751173076,0.9996244221446954
2020-09-13,1.0030096050982844,1960519721.8583548,502526820.1976441,usd-coin,55.32415247191019,0.999708548616058
2020-09-14,1.0008255335377496,1998726032.545457,547654013.8366934,usd-coin,50.76042792228302,0.9997613424958801
2020-09-15,1.0012263334093514,2019992601.2929616,702897607.1511428,usd-coin,51.55027204452473,0.9998216728255691
2020-09-16,1.0007654886089237,2078905551.438918,663740043.5432696,usd-coin,50.54628487493118,0.9998954731254268
2020-09-17,0.997697624680008,2077721052.1765475,578911064.2276399,usd-coin,44.35343507850428,0.9999126143654457
2020-09-18,0.9993926692753122,2108597204.2582428,631808319.0109358,usd-coin,48.1344631551249,0.9999200515719285
2020-09-19,0.9994701726176156,2181447456.315563,540176769.0548201,usd-coin,48.30741443635795,0.9999573783764698
2020-09-20,1.000037545911746,2286773731.002424,691079131.3950043,usd-coin,49.63156243066981,0.9999749794034584
2020-09-21,1.0007064875520548,2348242845.909112,468955027.32877946,usd-coin,51.21817305144209,0.9999975228443492
2020-09-22,0.9983478030845184,2394979222.9095354,594962624.9936932,usd-coin,45.74632095134228,0.9999934609660955
2020-09-23,1.0022821944057951,2401695866.3566384,429575553.2539131,usd-coin,54.48181704436688,1.000057990488312
2020-09-24,1.0001705882329055,2447227065.351407,635800336.4218718,usd-coin,49.84324074487579,1.0000717505367591
2020-09-25,1.0000999193602222,2508029494.182501,519701104.3190181,usd-coin,49.69076221235108,1.0000383108963282
2020-09-26,0.9996564671837846,2510442216.441124,475119862.0011389,usd-coin,48.684306361070526,1.0000380296925442
2020-09-27,0.9999029395452942,2551472974.149285,421298934.1116904,usd-coin,49.2989762211635,1.0000509231827956
2020-09-28,1.0009524419844216,2602973322.6174245,398987274.2367063,usd-coin,51.938865097208264,1.0000800146137663
2020-09-29,0.9971921940552578,2529880667.600386,379554866.3840065,usd-coin,43.24983862577173,1.0000172975420782
2020-09-30,0.9997320983911974,2537998073.96049,358093454.6357782,usd-coin,49.4066729410066,1.0000168959506532
2020-10-01,0.9996226932488178,2533716802.4001675,365642441.5292608,usd-coin,49.15927227153564,0.999999196715955
2020-10-02,1.000676165822398,2538189510.251488,455268012.3809753,usd-coin,51.668915479731474,1.000035535574099
2020-10-03,1.0012204934435518,2596747526.7960434,447812401.95653135,usd-coin,52.96096873950088,1.0000780378856533
2020-10-04,0.9994380420244252,2635139058.220377,324184525.25681823,usd-coin,48.398232251958234,1.0000602714897588
2020-10-05,1.000764967859936,2647091929.9027305,340770435.047733,usd-coin,51.73205070708533,1.0000927866218179
2020-10-06,1.0010523476793065,2669784990.243413,376523722.22199583,usd-coin,52.44858196395815,1.0001064863518965
2020-10-07,1.0016794295261515,2677147190.387536,462375518.1266882,usd-coin,54.05146062572257,1.000170207664162
2020-10-08,1.0007538924575372,2713582993.421501,397866902.4177938,usd-coin,51.3027315524227,1.00021437707001
2020-10-09,0.999879372881797,2813795125.0234222,459710256.92190325,usd-coin,48.77858757256209,1.0002113271528903
2020-10-10,0.9991775982580692,2816482258.1215577,506983508.1155913,usd-coin,46.78914436475973,1.0001933315975113
2020-10-11,0.9987544533524086,2860465292.3847547,460661132.6575253,usd-coin,45.581965797705735,1.000175725079757
2020-10-12,1.0003809752998225,2862636123.8835363,403298970.7126014,usd-coin,50.83311765769584,1.0001846014329738
2020-10-13,1.0002535610357304,2848010176.608114,463073380.6695121,usd-coin,50.42264882059116,1.0002118539276748
2020-10-14,0.9994227081732736,2780366831.515434,428266624.7488133,usd-coin,47.71684727999107,1.0002048779706676
2020-10-15,1.000924538288859,2758342399.1525545,444683001.72699815,usd-coin,52.661812903502934,1.0002048434068405
2020-10-16,0.9995961608884646,2744150812.094177,418789142.9440804,usd-coin,48.30950649528993,1.0002064414297118
2020-10-17,0.9986836503166968,2708757171.9562745,442591820.48686606,usd-coin,45.52604818945561,1.0001752669767867
2020-10-18,1.0006928230876986,2712475151.749408,328079268.62254155,usd-coin,52.07375978618001,1.0001795569596252
2020-10-19,1.0006727823058796,2735872028.0376205,309328259.89444435,usd-coin,52.0066105202678,1.0002206090120633
2020-10-20,1.0008163404252235,2743403339.074171,429786866.1664952,usd-coin,52.47932910953879,1.0001963999691375
2020-10-21,0.9990438336137628,2737764421.015868,485646772.2990748,usd-coin,46.402123255448814,1.0001919794177794
2020-10-22,0.9953303688334906,2793509638.933859,660064539.1070497,usd-coin,36.78996122417454,1.0001605781132248
2020-10-23,0.9966122989985255,2788502061.450738,632023986.6993785,usd-coin,41.309757643211036,1.0001199381040493
2020-10-24,0.999926396931843,2761599310.137967,500052123.9923204,usd-coin,51.05376797617417,1.0001415682451895
2020-10-25,0.999740438931952,2791642605.417038,380748415.8993595,usd-coin,50.54666223461515,1.0001104982034308
2020-10-26,0.9986435305907274,2812099248.1348467,376820388.5968539,usd-coin,47.546599441691285,0.999989729381533
2020-10-27,0.998803656605262,2780171009.456109,4962063863.395723,usd-coin,48.031501767892365,0.9999698101267631
