FECHAS,PRECIO-usd,MARKET_CAP-usd,TOTAL_VOLUMES,COIN_ID,RSI,MovingAverage
2021-09-14,3249.238122257878,4138885968.634317,9195919.437366655,staked-ether,46.90128924478463,3130.0553579984685
2021-09-15,3371.510949556262,4320488277.541482,17883109.741726417,staked-ether,50.80499911257377,3153.1841850439423
2021-09-16,3563.3917509926964,4564047642.66385,16664008.945231166,staked-ether,56.241753560942215,3178.8097194058537
2021-09-17,3536.5725266416384,4549280565.716929,42294799.00614602,staked-ether,55.321490497235715,3203.6001091702724
2021-09-18,3367.0356164646605,4363113999.855167,16628883.73573247,staked-ether,49.77673639592728,3223.452519800693
2021-09-19,3395.256390076024,4397679688.852399,11024064.071142849,staked-ether,50.6631755797052,3242.4999466944764
2021-09-20,3306.7438173212117,4256184677.31314,3188276.599413789,staked-ether,47.81275765519789,3257.816826739147
2021-09-21,2945.1116986567263,3813486306.220821,29658245.49442964,staked-ether,38.32532522168427,3265.454629331814
2021-09-22,2718.1142453748403,3548628013.6634407,4188011.309699247,staked-ether,33.792546709841375,3267.3548373474246
2021-09-23,3037.3951120354677,3960386496.2850966,5306459.255396743,staked-ether,43.851511959272244,3278.0300987680116
2021-09-24,3134.0204394536468,4097217484.910396,11950530.146116162,staked-ether,46.500609953908025,3286.19783044834
2021-09-25,2907.7532902134653,3836860649.445743,17438520.119487297,staked-ether,41.55623537161141,3287.92912358495
2021-09-26,2917.2231526444384,3809603194.114404,11381243.08621839,staked-ether,41.834989542509625,3288.718259392259
2021-09-27,3030.2536775436047,3970274349.822281,10173832.811174396,staked-ether,45.19499636984758,3286.876576546995
2021-09-28,2934.722802410339,3858926184.67478,12097231.403197112,staked-ether,42.93739758308502,3285.0563129113316
2021-09-29,2796.295413407497,3691496027.38746,10549648.370668732,staked-ether,39.832436016002866,3278.2668719521935
2021-09-30,2828.2123930351404,3727902725.8838577,9568146.180104643,staked-ether,40.89373673065039,3272.2176140455126
2021-10-01,2980.4775954663573,3949031853.952046,5082557.512319852,staked-ether,45.80505801233013,3268.552020009811
2021-10-02,3278.3988065892863,4355913555.668143,17597389.74829233,staked-ether,53.880002735633234,3273.507470806408
2021-10-03,3373.666889863617,4491337310.990376,27073743.297250737,staked-ether,56.1309716814771,3274.7751562982726
2021-10-04,3406.337705830292,4545561582.576364,7339615.617970005,staked-ether,56.90771406016405,3277.6344819795327
2021-10-05,3383.182145350841,4551721778.450497,17294244.192037147,staked-ether,56.14889160716976,3279.3528335852925
2021-10-06,3497.2811028937067,4780833065.122322,4107458.949780725,staked-ether,59.046695833633976,3286.2009987386077
2021-10-07,3564.854358405218,4893690070.452201,10472440.926047074,staked-ether,60.70294737065152,3297.020535308363
2021-10-08,3572.7751851933663,4905668900.813038,37195417.51769334,staked-ether,60.90254994483336,3307.472380962118
2021-10-09,3543.887548866244,4887556006.068642,14337599.186819771,staked-ether,59.71133773717352,3314.9762115801873
